TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
SNX,D,20110929,000000,3.95093,4.64817,3.56354,3.95093,58726.683757946,0
SNX,D,20110930,000000,4.10591,4.10591,2.94394,3.02138,16176.085469331,0
SNX,D,20111003,000000,3.02138,3.02138,2.47901,2.63409,6766.3418800265,0
SNX,D,20111004,000000,2.2465,2.71152,2.2465,2.32394,4009.982905796,0
SNX,D,20111005,000000,2.2465,3.4861,2.2465,3.4861,17826.068375237,0
SNX,D,20111006,000000,3.4861,3.95093,3.02138,3.56354,10709.760683261,0
SNX,D,20111007,000000,3.4861,3.56354,3.17625,3.4861,1228.410256353,0
SNX,D,20111010,000000,3.09862,3.25369,2.47901,2.55645,2329.743589635,0
SNX,D,20111011,000000,2.8663,3.02138,2.40157,3.02138,3710.4444442715,0
SNX,D,20111012,000000,2.47901,2.94394,2.47901,2.55645,2339.82905972,0
SNX,D,20111013,000000,3.02138,3.02138,2.47901,2.55645,1126.5470084945,0
SNX,D,20111014,000000,2.47901,2.71152,2.32394,2.71152,4279.2649570655,0
SNX,D,20111017,000000,2.71152,2.71152,2.32394,2.32394,1588.4615383875,0
SNX,D,20111018,000000,2.63409,2.63409,2.16916,2.40157,4055.3675211785,0
SNX,D,20111019,000000,2.2465,2.8663,2.2465,2.71152,2629.2820511595,0
SNX,D,20111020,000000,2.40157,2.47901,2.32394,2.32394,4801.6923074685,0
SNX,D,20111021,000000,2.32394,2.32394,1.85931,2.01409,3161.7948716475,0
SNX,D,20111024,000000,1.93665,2.32394,1.93665,2.32394,162.3760683685,0
SNX,D,20111025,000000,2.2465,2.2465,1.85931,2.16916,3817.3504271725,0
SNX,D,20111026,000000,1.93665,2.16916,1.85931,1.93665,4095.7094015185,0
SNX,D,20111027,000000,2.01409,2.01409,1.78177,1.85931,659.589743559,0
SNX,D,20111028,000000,2.01409,2.16916,1.93665,2.16916,2106.8547007565,0
SNX,D,20111031,000000,2.16916,2.2465,2.01409,2.01409,1421.0427349765,0
SNX,D,20111102,000000,2.01409,2.01409,1.85931,2.01409,527.4700854455,0
SNX,D,20111104,000000,1.85931,2.09172,1.85931,1.85931,1213.2820512255,0
SNX,D,20111107,000000,1.78177,1.85931,1.78177,1.85931,269.2820512695,0
SNX,D,20111108,000000,2.09172,2.09172,1.85931,2.01409,101.8632478585,0
SNX,D,20111109,000000,2.09172,2.09172,1.93665,1.93665,416.5299145105,0
SNX,D,20111110,000000,1.85931,2.01409,1.85931,2.01409,832.0512820125,0
SNX,D,20111114,000000,2.09172,2.09172,1.85931,2.09172,116.991452986,0
SNX,D,20111115,000000,2.01409,2.2465,2.01409,2.2465,594.0341880065,0
SNX,D,20111116,000000,2.2465,2.2465,2.2465,2.2465,65.5555555525,0
SNX,D,20111117,000000,1.85931,2.2465,1.85931,2.09172,411.487179468,0
SNX,D,20111121,000000,2.09172,2.09172,2.09172,2.09172,70.598290595,0
SNX,D,20111122,000000,1.70433,2.09172,1.70433,2.09172,5.0427350425,0
SNX,D,20111123,000000,1.93665,2.09172,1.93665,2.09172,142.2051281985,0
SNX,D,20111124,000000,2.09172,2.09172,1.78177,2.09172,127.076923071,0
SNX,D,20111125,000000,1.78177,2.01409,1.70433,2.01409,1121.504273452,0
SNX,D,20111128,000000,1.85931,2.01409,1.6268,2.01409,2547.589743471,0
SNX,D,20111129,000000,1.54946,1.93665,1.54946,1.93665,532.512820488,0
SNX,D,20111130,000000,1.54946,1.54946,1.54946,1.54946,1288.923076863,0
SNX,D,20111201,000000,1.70433,1.70433,1.70433,1.70433,548.649572624,0
SNX,D,20111202,000000,1.78177,2.09172,1.78177,1.93665,3903.076922895,0
SNX,D,20111205,000000,2.16916,2.16916,1.78177,1.93665,1787.145299062,0
SNX,D,20111213,000000,1.78177,2.2465,1.78177,2.2465,634.3760683465,0
SNX,D,20111215,000000,2.01409,2.01409,1.85931,1.85931,821.9658119275,0
SNX,D,20111216,000000,2.01409,2.01409,2.01409,2.01409,65.5555555525,0
SNX,D,20111221,000000,1.85931,2.01409,1.78177,2.01409,2030.2051281105,0
SNX,D,20111222,000000,1.93665,1.93665,1.93665,1.93665,259.1965811845,0
SNX,D,20111223,000000,1.70433,2.01409,1.6268,2.01409,1193.1111110555,0
SNX,D,20111227,000000,1.93665,1.93665,1.93665,1.93665,142.2051281985,0
SNX,D,20111230,000000,1.93665,2.01409,1.93665,2.01409,578.905982879,0
SNX,D,20120103,000000,2.09172,2.09172,2.09172,2.09172,65.5555555525,0
SNX,D,20120110,000000,1.78177,2.01409,1.70433,2.01409,649.504273474,0
SNX,D,20120116,000000,2.01409,2.09172,2.01409,2.09172,167.418803411,0
