<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
SPL,D,19930622,000000,5.25252,5.25252,5.25252,5.25252,1170144.0330349,0
SPL,D,19930624,000000,4.79648,4.79648,4.79648,4.79648,1037254.6265865,0
SPL,D,19930628,000000,4.79648,4.79648,4.79648,4.79648,493162.18947216,0
SPL,D,19930629,000000,5.07592,5.07592,5.07592,5.07592,399597.62186082,0
SPL,D,19930701,000000,5.25252,5.25252,5.25252,5.25252,646698.47485162,0
SPL,D,19930705,000000,5.49534,5.49534,5.49534,5.49534,419169.62657807,0
SPL,D,19930706,000000,5.52484,5.52484,5.52484,5.52484,292880.99843168,0
SPL,D,19930708,000000,4.97298,4.97298,4.97298,4.97298,317938.49843203,0
SPL,D,19930712,000000,5.07592,5.07592,5.07592,5.07592,149770.18475048,0
SPL,D,19930713,000000,5.0391,5.0391,5.0391,5.0391,191258.91509696,0
SPL,D,19930715,000000,4.97298,4.97298,4.97298,4.97298,346475.19654563,0
SPL,D,19930719,000000,4.97298,4.97298,4.97298,4.97298,295519.69340027,0
SPL,D,19930720,000000,4.89943,4.89943,4.89943,4.89943,361853.77752068,0
SPL,D,19930722,000000,5.0097,5.0097,5.0097,5.0097,418428.12500573,0
SPL,D,19930726,000000,5.0097,5.0097,5.0097,5.0097,271536.05739366,0
SPL,D,19930727,000000,4.93605,4.93605,4.93605,4.93605,207381.0180846,0
SPL,D,19930729,000000,5.0097,5.0097,5.0097,5.0097,272836.21069556,0
SPL,D,19930802,000000,5.07592,5.07592,5.07592,5.07592,220216.87500302,0
SPL,D,19930803,000000,5.07592,5.07592,5.07592,5.07592,234483.20361956,0
SPL,D,19930805,000000,5.0391,5.0391,5.0391,5.0391,243475.17295931,0
SPL,D,19930809,000000,5.52484,5.52484,5.52484,5.52484,634639.47720995,0
SPL,D,19930810,000000,6.08382,6.08382,6.08382,6.08382,0,0
SPL,D,19930812,000000,6.70923,6.70923,6.70923,6.70923,0,0
SPL,D,19930816,000000,7.33444,7.33444,7.33444,7.33444,775809.65802949,0
SPL,D,19930817,000000,8.07062,8.07062,8.07062,8.07062,977871.86715176,0
SPL,D,19930819,000000,8.83501,8.83501,8.83501,8.83501,662447.80661285,0
SPL,D,19930823,000000,9.62958,9.62958,9.62958,9.62958,0,0
SPL,D,19930824,000000,10.5353,10.5353,10.5353,10.5353,284270.89229949,0
SPL,D,19930826,000000,11.6173,11.6173,11.6173,11.6173,589866.52123449,0
SPL,D,19930830,000000,10.468,10.468,10.468,10.468,572173.52595123,0
SPL,D,19930831,000000,9.46031,9.46031,9.46031,9.46031,657589.65802787,0
SPL,D,19930902,000000,10.3284,10.3284,10.3284,10.3284,402950.54245835,0
SPL,D,19930906,000000,11.2995,11.2995,11.2995,11.2995,904973.3726539,0
SPL,D,19930907,000000,10.1522,10.1522,10.1522,10.1522,851563.03460286,0
SPL,D,19930909,000000,9.73352,9.73352,9.73352,9.73352,394540.45991106,0
SPL,D,19930913,000000,9.62958,9.62958,9.62958,9.62958,229842.25236164,0
SPL,D,19930914,000000,9.73352,9.73352,9.73352,9.73352,252121.64701603,0
SPL,D,19930916,000000,10.0483,10.0483,10.0483,10.0483,413607.35456541,0
SPL,D,19930920,000000,9.0408,9.0408,9.0408,9.0408,316069.5911993,0
SPL,D,19930921,000000,8.13615,8.13615,8.13615,8.13615,260320.59355702,0
SPL,D,19930923,000000,7.33444,7.33444,7.33444,7.33444,316224.15487855,0
SPL,D,19930927,000000,6.74586,6.74586,6.74586,6.74586,504559.49293144,0
SPL,D,19930928,000000,7.40799,7.40799,7.40799,7.40799,0,0
SPL,D,19930930,000000,8.07062,8.07062,8.07062,8.07062,342116.0967028,0
SPL,D,19931004,000000,8.83501,8.83501,8.83501,8.83501,774126.63129991,0
SPL,D,19931005,000000,9.24759,9.24759,9.24759,9.24759,739028.55346924,0
SPL,D,19931007,000000,9.24759,9.24759,9.24759,9.24759,788802.09906741,0
SPL,D,19931011,000000,9.80677,9.80677,9.80677,9.80677,751999.77988451,0
SPL,D,19931012,000000,10.3958,10.3958,10.3958,10.3958,667354.44576386,0
SPL,D,19931014,000000,10.3958,10.3958,10.3958,10.3958,567799.27280652,0
SPL,D,19931018,000000,11.2322,11.2322,11.2322,11.2322,1197602.8262743,0
SPL,D,19931019,000000,10.8135,10.8135,10.8135,10.8135,430227.49607508,0
SPL,D,19931021,000000,10.2255,10.2255,10.2255,10.2255,581647.37029099,0
SPL,D,19931026,000000,9.80677,9.80677,9.80677,9.80677,439005.29874815,0
SPL,D,19931028,000000,10.3958,10.3958,10.3958,10.3958,571930.06290092,0
SPL,D,19931102,000000,10.3958,10.3958,10.3958,10.3958,341916.07311789,0
SPL,D,19931104,000000,10.468,10.468,10.468,10.468,666896.81604687,0
SPL,D,19931108,000000,10.0483,10.0483,10.0483,10.0483,374827.0243762,0
SPL,D,19931109,000000,9.80677,9.80677,9.80677,9.80677,487801.96148467,0
SPL,D,19931110,000000,10.3958,10.3958,10.3958,10.3958,309211.20676524,0
SPL,D,19931115,000000,10.7402,10.7402,10.7402,10.7402,544810.70362381,0
SPL,D,19931116,000000,10.6383,10.6383,10.6383,10.6383,401779.69733255,0
SPL,D,19931118,000000,9.56425,9.56425,9.56425,9.56425,532167.79874943,0
SPL,D,19931122,000000,9.56425,9.56425,9.56425,9.56425,392974.61871607,0
SPL,D,19931123,000000,10.1522,10.1522,10.1522,10.1522,219457.18946841,0
SPL,D,19931125,000000,10.2255,10.2255,10.2255,10.2255,339670.35377824,0
SPL,D,19931129,000000,10.2255,10.2255,10.2255,10.2255,435386.69025754,0
SPL,D,19931130,000000,10.3284,10.3284,10.3284,10.3284,270282.37421754,0
SPL,D,19931202,000000,10.468,10.468,10.468,10.468,526286.29717702,0
SPL,D,19931206,000000,11.542,11.542,11.542,11.542,864916.12422568,0
SPL,D,19931207,000000,11.9608,11.9608,11.9608,11.9608,710760.57390911,0
SPL,D,19931209,000000,11.8885,11.8885,11.8885,11.8885,490438.63601301,0
SPL,D,19931213,000000,12.2399,12.2399,12.2399,12.2399,508219.52044721,0
SPL,D,19931214,000000,12.2399,12.2399,12.2399,12.2399,359713.12107411,0
SPL,D,19931216,000000,12.5497,12.5497,12.5497,12.5497,446936.53695581,0
SPL,D,19931220,000000,13.4545,13.4545,13.4545,13.4545,640512.89702135,0
SPL,D,19931221,000000,13.7356,13.7356,13.7356,13.7356,462353.50629564,0
SPL,D,19931223,000000,14.2573,14.2573,14.2573,14.2573,722236.67453819,0
SPL,D,19931227,000000,14.9482,14.9482,14.9482,14.9482,658921.12815368,0
SPL,D,19931228,000000,13.4545,13.4545,13.4545,13.4545,563258.33334105,0
SPL,D,19931230,000000,14.8077,14.8077,14.8077,14.8077,757728.73821793,0
SPL,D,19940103,000000,15.7134,15.7134,15.7134,15.7134,587092.45676905,0
SPL,D,19940104,000000,16.339,16.339,16.339,16.339,937323.6517424,0
SPL,D,19940106,000000,16.4113,16.4113,16.4113,16.4113,864959.56369109,0
SPL,D,19940110,000000,17.0379,17.0379,17.0379,17.0379,713404.31997832,0
SPL,D,19940111,000000,18.4287,18.4287,18.4287,18.4287,668921.29717897,0
SPL,D,19940113,000000,20.2372,20.2372,20.2372,20.2372,743862.45677119,0
SPL,D,19940117,000000,22.1803,22.1803,22.1803,22.1803,655554.06447439,0
SPL,D,19940118,000000,24.4095,24.4095,24.4095,24.4095,605679.49686364,0
SPL,D,19940120,000000,26.7704,26.7704,26.7704,26.7704,1123373.8718707,0
SPL,D,19940124,000000,26.219,26.219,26.219,26.219,611024.57154925,0
SPL,D,19940125,000000,26.909,26.909,26.909,26.909,583279.88601428,0
SPL,D,19940127,000000,29.6262,29.6262,29.6262,29.6262,1247371.3207718,0
SPL,D,19940131,000000,26.6298,26.6298,26.6298,26.6298,699074.34749385,0
SPL,D,19940201,000000,24.0631,24.0631,24.0631,24.0631,0,0
SPL,D,19940203,000000,21.6943,21.6943,21.6943,21.6943,1324588.5063075,0
SPL,D,19940207,000000,23.8502,23.8502,23.8502,23.8502,678271.89466338,0
SPL,D,19940208,000000,25.4548,25.4548,25.4548,25.4548,635192.06761876,0
SPL,D,19940210,000000,24.8936,24.8936,24.8936,24.8936,423536.8081819,0
SPL,D,19940214,000000,25.4548,25.4548,25.4548,25.4548,432659.09591788,0
SPL,D,19940215,000000,26.5645,26.5645,26.5645,26.5645,341448.34119965,0
SPL,D,19940217,000000,26.909,26.909,26.909,26.909,484135.87264814,0
SPL,D,19940221,000000,26.7704,26.7704,26.7704,26.7704,381487.4056656,0
SPL,D,19940222,000000,25.5934,25.5934,25.5934,25.5934,245963.34512916,0
SPL,D,19940224,000000,26.909,26.909,26.909,26.909,658252.3624304,0
SPL,D,19940228,000000,27.6078,27.6078,27.6078,27.6078,323596.74135663,0
SPL,D,19940301,000000,27.6078,27.6078,27.6078,27.6078,280575.50707931,0
SPL,D,19940303,000000,26.909,26.909,26.909,26.909,370560.86478495,0
SPL,D,19940307,000000,26.909,26.909,26.909,26.909,371489.25708056,0
SPL,D,19940308,000000,26.909,26.909,26.909,26.909,292597.12657633,0
SPL,D,19940310,000000,27.1248,27.1248,27.1248,27.1248,415464.13915663,0
SPL,D,19940314,000000,27.396,27.396,27.396,27.396,359862.63365273,0
SPL,D,19940315,000000,26.909,26.909,26.909,26.909,246364.4025191,0
SPL,D,19940317,000000,26.219,26.219,26.219,26.219,324282.68082205,0
SPL,D,19940321,000000,23.5701,23.5701,23.5701,23.5701,217844.87814764,0
SPL,D,19940322,000000,21.4884,21.4884,21.4884,21.4884,272714.98428046,0
SPL,D,19940324,000000,23.5701,23.5701,23.5701,23.5701,619516.48192672,0
SPL,D,19940328,000000,21.6943,21.6943,21.6943,21.6943,334587.93632534,0
SPL,D,19940329,000000,19.473,19.473,19.473,19.473,120802.12264316,0
SPL,D,19940331,000000,17.5962,17.5962,17.5962,17.5962,627465.90409664,0
SPL,D,19940405,000000,17.6625,17.6625,17.6625,17.6625,323195.68396669,0
SPL,D,19940407,000000,18.1485,18.1485,18.1485,18.1485,373445.04324411,0
SPL,D,19940408,000000,17.2438,17.2438,17.2438,17.2438,332982.69654544,0
SPL,D,19940411,000000,15.5748,15.5748,15.5748,15.5748,0,0
SPL,D,19940412,000000,14.0435,14.0435,14.0435,14.0435,275442.57862012,0
SPL,D,19940414,000000,14.0435,14.0435,14.0435,14.0435,172623.38443633,0
SPL,D,19940418,000000,14.9482,14.9482,14.9482,14.9482,209409.54009721,0
SPL,D,19940419,000000,16.4113,16.4113,16.4113,16.4113,366041.13994212,0
SPL,D,19940421,000000,19.7531,19.7531,19.7531,19.7531,266432.42531811,0
SPL,D,19940425,000000,19.3987,19.3987,19.3987,19.3987,219127.8577074,0
SPL,D,19940426,000000,17.5229,17.5229,17.5229,17.5229,0,0
SPL,D,19940428,000000,15.7867,15.7867,15.7867,15.7867,190256.77673217,0
SPL,D,19940505,000000,17.317,17.317,17.317,17.317,151670.40880711,0
SPL,D,19940506,000000,15.5748,15.5748,15.5748,15.5748,309526.39544449,0
SPL,D,19940509,000000,15.5748,15.5748,15.5748,15.5748,237924.01336804,0
SPL,D,19940510,000000,15.9272,15.9272,15.9272,15.9272,186757.37421639,0
SPL,D,19940512,000000,16.4113,16.4113,16.4113,16.4113,313484.43789738,0
SPL,D,19940516,000000,18.1485,18.1485,18.1485,18.1485,224267.85770747,0
SPL,D,19940517,000000,17.8021,17.8021,17.8021,17.8021,203741.19497134,0
SPL,D,19940519,000000,19.473,19.473,19.473,19.473,340065.34984743,0
SPL,D,19940523,000000,20.5173,20.5173,20.5173,20.5173,251143.75393426,0
SPL,D,19940524,000000,20.9291,20.9291,20.9291,20.9291,370717.44890445,0
SPL,D,19940526,000000,20.7885,20.7885,20.7885,20.7885,307164.50079037,0
SPL,D,19940530,000000,20.9291,20.9291,20.9291,20.9291,272168.45519241,0
SPL,D,19940531,000000,20.7885,20.7885,20.7885,20.7885,259552.82626142,0
