TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
STP,D,19970806,000000,18.9509,18.9509,18.9509,18.9509,30103.615384428,0
STP,D,19970807,000000,18.9509,18.9509,18.9509,18.9509,38441.467455382,0
STP,D,19970808,000000,19.9401,19.9401,19.9401,19.9401,21543.727810517,0
STP,D,19970811,000000,20.4633,20.4633,20.4633,20.4633,52816.171597305,0
STP,D,19970812,000000,19.6336,19.6336,19.6336,19.6336,4757.0059171302,0
STP,D,19970813,000000,20.3134,20.3134,20.3134,20.3134,16785.674556109,0
STP,D,19970814,000000,19.0283,19.0283,19.0283,19.0283,11142.621301706,0
STP,D,19970818,000000,18.9509,18.9509,18.9509,18.9509,7125.0355029143,0
STP,D,19970819,000000,18.3475,18.3475,18.3475,18.3475,6242.130177476,0
STP,D,19970820,000000,18.8029,18.8029,18.8029,18.8029,4388.343195239,0
STP,D,19970821,000000,18.7199,18.7199,18.7199,18.7199,5449.2958579543,0
STP,D,19970822,000000,18.189,18.189,18.189,18.189,2775.443786965,0
STP,D,19970825,000000,18.3475,18.3475,18.3475,18.3475,7493.6982248055,0
STP,D,19970826,000000,18.1136,18.1136,18.1136,18.1136,15156.017751385,0
STP,D,19970827,000000,17.2094,17.2094,17.2094,17.2094,8011.0828401869,0
STP,D,19970828,000000,17.8157,17.8157,17.8157,17.8157,25763.449703982,0
STP,D,19970829,000000,17.8157,17.8157,17.8157,17.8157,7202.5384614937,0
STP,D,19970901,000000,17.8157,17.8157,17.8157,17.8157,9207.1420117771,0
STP,D,19970902,000000,17.4328,17.4328,17.4328,17.4328,2587.9704141851,0
STP,D,19970903,000000,17.8157,17.8157,17.8157,17.8157,9158.9644969845,0
STP,D,19970904,000000,17.8157,17.8157,17.8157,17.8157,6817.1183431529,0
STP,D,19970905,000000,17.4328,17.4328,17.4328,17.4328,6597.1775147519,0
STP,D,19970908,000000,17.4328,17.4328,17.4328,17.4328,3649.9704141785,0
STP,D,19970909,000000,17.8157,17.8157,17.8157,17.8157,7668.6035502482,0
STP,D,19970910,000000,17.7412,17.7412,17.7412,17.7412,4213.4378697963,0
STP,D,19970911,000000,17.2094,17.2094,17.2094,17.2094,7265.3786981797,0
STP,D,19970912,000000,17.2848,17.2848,17.2848,17.2848,4708.8284023376,0
STP,D,19970915,000000,17.2094,17.2094,17.2094,17.2094,25457.627218777,0
STP,D,19970916,000000,17.2848,17.2848,17.2848,17.2848,10536.213017686,0
STP,D,19970917,000000,15.6177,15.6177,15.6177,15.6177,3888.7633135853,0
STP,D,19970918,000000,15.5413,15.5413,15.5413,15.5413,31990.917159565,0
STP,D,19970919,000000,15.6177,15.6177,15.6177,15.6177,5272.2958579554,0
STP,D,19970922,000000,15.9156,15.9156,15.9156,15.9156,3130.4911242409,0
STP,D,19970923,000000,16.4474,16.4474,16.4474,16.4474,4859.644970384,0
STP,D,19970924,000000,16.2966,16.2966,16.2966,16.2966,3133.6331360752,0
STP,D,19970925,000000,15.9156,15.9156,15.9156,15.9156,3292.8284023464,0
STP,D,19970926,000000,15.5413,15.5413,15.5413,15.5413,6908.2366863476,0
STP,D,19970929,000000,15.5413,15.5413,15.5413,15.5413,3416.4142011622,0
STP,D,19970930,000000,15.5413,15.5413,15.5413,15.5413,4880.591715946,0
STP,D,19971001,000000,15.8402,15.8402,15.8402,15.8402,4949.7159763006,0
STP,D,19971002,000000,15.9156,15.9156,15.9156,15.9156,9485.7337277517,0
STP,D,19971003,000000,15.6903,15.6903,15.6903,15.6903,10197.92307686,0
STP,D,19971006,000000,15.5413,15.5413,15.5413,15.5413,11481.95857981,0
STP,D,19971007,000000,15.3847,15.3847,15.3847,15.3847,6660.0177514379,0
STP,D,19971008,000000,15.1604,15.1604,15.1604,15.1604,29235.372780883,0
STP,D,19971009,000000,15.5413,15.5413,15.5413,15.5413,16548.976331258,0
STP,D,19971010,000000,15.6903,15.6903,15.6903,15.6903,12805.792899329,0
STP,D,19971013,000000,15.9156,15.9156,15.9156,15.9156,3347.2899408076,0
STP,D,19971014,000000,16.371,16.371,16.371,16.371,9676.3491123659,0
STP,D,19971015,000000,16.6794,16.6794,16.6794,16.6794,9773.7514792292,0
STP,D,19971016,000000,17.0518,17.0518,17.0518,17.0518,16341.603550194,0
STP,D,19971017,000000,17.4328,17.4328,17.4328,17.4328,25097.34319511,0
STP,D,19971020,000000,17.4328,17.4328,17.4328,17.4328,16158.319526527,0
STP,D,19971021,000000,18.2711,18.2711,18.2711,18.2711,30234.532544191,0
STP,D,19971022,000000,19.1772,19.1772,19.1772,19.1772,52710.390532217,0
STP,D,19971023,000000,18.9509,18.9509,18.9509,18.9509,30905.875739453,0
STP,D,19971024,000000,18.7199,18.7199,18.7199,18.7199,55439.751478945,0
STP,D,19971027,000000,17.7412,17.7412,17.7412,17.7412,22990.100591573,0
STP,D,19971028,000000,15.9987,15.9987,15.9987,15.9987,0,0
STP,D,19971029,000000,17.2848,17.2848,17.2848,17.2848,47843.414200886,0
STP,D,19971030,000000,17.1358,17.1358,17.1358,17.1358,30218.822485019,0
