TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
DEL,D,20090918,000000,3.75645,4.07502,3.62822,3.76028,560664.05592066,0
DEL,D,20090921,000000,3.80678,3.97498,3.69565,3.74594,134580.06992445,0
DEL,D,20090922,000000,3.71767,3.78548,3.61018,3.75328,106641.90209345,0
DEL,D,20090923,000000,3.74978,3.74978,3.66766,3.74594,51105.580417448,0
DEL,D,20090924,000000,3.68206,3.70328,3.63163,3.67818,21011.174824298,0
DEL,D,20090925,000000,3.67818,3.67818,3.52098,3.57452,51118.25174612,0
DEL,D,20090928,000000,3.57078,3.57078,3.48494,3.52098,18510.699299927,0
DEL,D,20090929,000000,3.41363,3.50639,3.41363,3.50312,23891.790208794,0
DEL,D,20090930,000000,3.46018,3.49588,3.41363,3.43148,24852.699299662,0
DEL,D,20091001,000000,3.48172,3.48494,3.43508,3.48494,7290.2377619336,0
DEL,D,20091002,000000,3.48172,3.48172,3.35993,3.48172,10075.818181398,0
DEL,D,20091005,000000,3.44938,3.46708,3.38503,3.46708,1123.5244754776,0
DEL,D,20091006,000000,3.39933,3.45653,3.39582,3.45653,1524.7832167196,0
DEL,D,20091007,000000,3.46708,3.46708,3.39933,3.46708,14766.321677706,0
DEL,D,20091008,000000,3.46708,3.46708,3.38503,3.42438,6679.9020976234,0
DEL,D,20091009,000000,3.42438,3.47802,3.41363,3.41722,24219.132866122,0
DEL,D,20091012,000000,3.42793,3.44578,3.36713,3.43148,13197.188810638,0
DEL,D,20091013,000000,3.35638,3.41722,3.35638,3.37788,25465.146852084,0
DEL,D,20091014,000000,3.39582,3.39582,3.34213,3.37788,9053.6643352866,0
DEL,D,20091015,000000,3.37788,3.42078,3.37788,3.37788,4462.4195802334,0
DEL,D,20091016,000000,3.37788,3.39218,3.32428,3.39218,12179.258740751,0
DEL,D,20091019,000000,3.29572,3.37428,3.29572,3.30998,13074.699300154,0
DEL,D,20091020,000000,3.35993,3.35993,3.25992,3.30633,17577.244754511,0
DEL,D,20091021,000000,3.28858,3.30633,3.22053,3.30633,10204.643356218,0
DEL,D,20091022,000000,3.23128,3.30282,3.23128,3.30282,5100.209789997,0
DEL,D,20091023,000000,3.30633,3.37428,3.28858,3.37428,10054.69930028,0
DEL,D,20091026,000000,3.29572,3.37073,3.28858,3.36713,5585.944055711,0
DEL,D,20091027,000000,3.35283,3.36713,3.25278,3.25278,285.104895093,0
DEL,D,20091028,000000,3.37428,3.37428,3.28858,3.35638,5841.4825172388,0
DEL,D,20091029,000000,3.35638,3.36713,3.35283,3.36713,13615.342656775,0
DEL,D,20091030,000000,3.35993,3.37788,3.30633,3.30633,8428.5454541938,0
DEL,D,20091102,000000,3.29212,3.39582,3.29212,3.39218,838.4195803846,0
DEL,D,20091103,000000,3.39218,3.39218,3.30633,3.37428,7784.4195800948,0
DEL,D,20091104,000000,3.37428,3.37428,3.34568,3.35993,2582.8391607314,0
