TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
GPP,D,20211209,000000,70.689,70.9756,66.868,66.868,2290851.9695678474,0
GPP,D,20211210,000000,65.9319,66.3808,62.0917,64.4799,1002850.2576168498,0
GPP,D,20211213,000000,64.5372,64.6136,63.5246,64.4799,191044.86885352747,0
GPP,D,20211214,000000,64.6327,64.9575,63.5246,64.0022,101995.55971953999,0
GPP,D,20211215,000000,64.3843,64.4799,63.5342,64.4799,81989.43091380749,0
GPP,D,20211216,000000,64.9575,65.0435,64.2506,64.8333,61185.61124155999,0
GPP,D,20211217,000000,64.9575,64.9766,64.0022,64.5754,77919.32318544749,0
GPP,D,20211220,000000,64.0022,64.9479,64.0022,64.0022,51426.983606844995,0
GPP,D,20211221,000000,64.0022,64.4608,63.5533,64.0022,90793.34192088249,0
GPP,D,20211222,000000,64.2888,64.9575,64.2793,64.6709,81872.1850121675,0
GPP,D,20211223,000000,64.9575,65.8172,64.8238,65.7217,4736.943793937499,0
GPP,D,20211227,000000,65.9128,67.7277,65.9128,66.8776,36957.583138379996,0
GPP,D,20211228,000000,67.3361,67.3361,66.8871,67.1546,15560.206089079998,0
GPP,D,20211229,000000,67.2501,69.1893,67.1641,68.5302,22195.067915814998,0
GPP,D,20211230,000000,68.7785,69.5427,68.7785,69.2562,40251.983606782494,0
GPP,D,20220103,000000,69.2562,70.2114,69.2562,70.0872,13758.5971897725,0
GPP,D,20220104,000000,70.6413,72.9817,69.7433,71.4532,83768.00936814999,0
GPP,D,20220105,000000,70.8801,72.59,70.8801,72.1315,47676.16159277249,0
GPP,D,20220107,000000,72.1219,72.59,71.6443,71.8353,80668.32084354249,0
GPP,D,20220110,000000,71.8353,72.3607,71.8353,72.1697,29238.196721474997,0
GPP,D,20220111,000000,72.504,72.9721,71.6538,72.3607,206894.00234307747,0
GPP,D,20220112,000000,72.4085,74.0324,72.4085,73.2969,72305.128806025,0
GPP,D,20220113,000000,74.4145,74.4145,73.3638,74.2235,35390.4660423525,0
GPP,D,20220114,000000,74.0324,74.3668,73.5644,74.128,136128.772834485,0
GPP,D,20220117,000000,74.5101,74.7011,74.0229,74.7011,12142.2786885925,0
GPP,D,20220118,000000,74.7011,76.134,73.7459,74.5101,124125.72365408999,0
GPP,D,20220119,000000,74.0324,76.306,72.5996,75.6086,84031.81264683999,0
GPP,D,20220120,000000,75.6086,75.6086,69.0938,70.689,201952.92505967748,0
GPP,D,20220121,000000,70.689,72.4467,69.9248,71.3577,57314.402810625,0
GPP,D,20220124,000000,71.6443,71.6921,70.3069,70.584,66685.700234565,0
GPP,D,20220125,000000,69.7529,71.2622,69.7529,70.6222,30752.971897127496,0
GPP,D,20220126,000000,70.6222,70.7368,69.7433,70.1636,10519.679156967499,0
GPP,D,20220127,000000,69.1033,70.1445,68.7785,69.495,15879.491803367499,0
GPP,D,20220128,000000,69.495,69.7338,67.0877,67.8233,7134.2037471124995,0
GPP,D,20220131,000000,69.4281,69.4281,66.9062,68.7785,6771.9976581175,0
GPP,D,20220201,000000,69.2562,70.7272,69.1606,69.7433,9368.1569087175,0
GPP,D,20220202,000000,70.2114,71.6443,70.2114,71.6443,18999.0702577175,0
