TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
ECH,D,19960305,000000,0.0333678,0.0333678,0.0333678,0.0333678,4729035.2032484105,0
ECH,D,19960306,000000,0.0364998,0.0364998,0.0364998,0.0364998,10864158.36218808,0
ECH,D,19960307,000000,0.0372347,0.0372347,0.0372347,0.0372347,3496765.2498465935,0
ECH,D,19960308,000000,0.0368759,0.0368759,0.0368759,0.0368759,2840375.373037153,0
ECH,D,19960311,000000,0.0348375,0.0348375,0.0348375,0.0348375,401864.3317363018,0
ECH,D,19960312,000000,0.0313467,0.0313467,0.0313467,0.0313467,191166.76922217707,0
ECH,D,19960313,000000,0.0328166,0.0328166,0.0328166,0.0328166,835621.2247432888,0
ECH,D,19960314,000000,0.0337352,0.0337352,0.0337352,0.0337352,489528.29799874435,0
ECH,D,19960315,000000,0.0339102,0.0339102,0.0339102,0.0339102,664201.2797097866,0
ECH,D,19960318,000000,0.0344701,0.0344701,0.0344701,0.0344701,246930.1730696152,0
ECH,D,19960319,000000,0.0368759,0.0368759,0.0368759,0.0368759,611473.7386225354,0
ECH,D,19960320,000000,0.0348375,0.0348375,0.0348375,0.0348375,545290.5588255777,0
ECH,D,19960321,000000,0.0348375,0.0348375,0.0348375,0.0348375,200930.45133722766,0
ECH,D,19960322,000000,0.0313467,0.0313467,0.0313467,0.0313467,271234.2204604275,0
ECH,D,19960325,000000,0.0344701,0.0344701,0.0344701,0.0344701,681776.3647251197,0
ECH,D,19960326,000000,0.0318892,0.0318892,0.0318892,0.0318892,626010.6748364398,0
ECH,D,19960327,000000,0.0339102,0.0339102,0.0339102,0.0339102,280348.66686471296,0
ECH,D,19960328,000000,0.0320904,0.0320904,0.0320904,0.0320904,622321.0042830153,0
ECH,D,19960329,000000,0.0328166,0.0328166,0.0328166,0.0328166,379509.1344984005,0
ECH,D,19960401,000000,0.0320904,0.0320904,0.0320904,0.0320904,668759.6459325396,0
ECH,D,19960402,000000,0.0320904,0.0320904,0.0320904,0.0320904,902237.6093543057,0
ECH,D,19960403,000000,0.0317055,0.0317055,0.0317055,0.0317055,393616.29496011365,0
ECH,D,19960404,000000,0.0328166,0.0328166,0.0328166,0.0328166,136915.58165174405,0
ECH,D,19960405,000000,0.0320904,0.0320904,0.0320904,0.0320904,606917.6584410134,0
ECH,D,19960409,000000,0.0328166,0.0328166,0.0328166,0.0328166,395133.08331959153,0
ECH,D,19960410,000000,0.0320904,0.0320904,0.0320904,0.0320904,373437.40897801623,0
ECH,D,19960411,000000,0.0320904,0.0320904,0.0320904,0.0320904,186394.65814393866,0
ECH,D,19960412,000000,0.0326241,0.0326241,0.0326241,0.0326241,901583.8015610678,0
ECH,D,19960415,000000,0.0318892,0.0318892,0.0318892,0.0318892,437880.91139507573,0
ECH,D,19960416,000000,0.0328166,0.0328166,0.0328166,0.0328166,212865.8726256095,0
ECH,D,19960417,000000,0.0326241,0.0326241,0.0326241,0.0326241,580443.0148974854,0
ECH,D,19960418,000000,0.0328166,0.0328166,0.0328166,0.0328166,243241.64553680606,0
ECH,D,19960419,000000,0.0328166,0.0328166,0.0328166,0.0328166,2354321.8577157212,0
ECH,D,19960422,000000,0.0348375,0.0348375,0.0348375,0.0348375,1047403.513823469,0
ECH,D,19960423,000000,0.0357649,0.0357649,0.0357649,0.0357649,2693689.2511466653,0
ECH,D,19960424,000000,0.0348375,0.0348375,0.0348375,0.0348375,803505.774452194,0
ECH,D,19960425,000000,0.0348375,0.0348375,0.0348375,0.0348375,330035.77310930484,0
ECH,D,19960426,000000,0.0341026,0.0341026,0.0341026,0.0341026,528364.7095209991,0
ECH,D,19960429,000000,0.0328166,0.0328166,0.0328166,0.0328166,1032860.8625064763,0
ECH,D,19960430,000000,0.0348375,0.0348375,0.0348375,0.0348375,1434724.0512221092,0
ECH,D,19960506,000000,0.0361236,0.0361236,0.0361236,0.0361236,1652147.1470499309,0
